instruction,input,output,Categories
javascript prompt loads before page displays,"I added a prompt on my page but it loads before the page has loaded.
How do I only show the message once the whole page is visible?
Here is my prompt:
if (name == null || name == """") {
  txt == ""No name provided"";
} else {
  txt = ""Hello, "" + name + ""! How are you today?"";
}
alert(txt);


    

","If you wrap the code in an event-listener that listens for the DOMContentLoaded event it'll run only once the document is ready:
window.addEventListener('DOMContentLoaded', (e)=>{
  if (name == null || name == """") {
    txt == ""No name provided"";
  } else {
    txt = ""Hello, "" + name + ""! How are you today?"";
  }
  alert(txt);
});

I have, however, adjusted your original code to:


window.addEventListener('DOMContentLoaded', (e) => {
  // assign the name via the prompt() interface, and
  // declare both variables (rather than accidentally
  // creating globals):
  let name = prompt(""Hi, what's your name?""),
      txt;
  // name won't be null, but it may be falsey, so here
  // we check if the name is falsey:
  if (!name) {
    // if the user cancels the prompt, prompt() returns
    // false; if they provide an empty-string that
    // empty string is falsey:
    txt = ""No name provided"";
  // if the name variable is truthy:
  } else {
    // we use a template literal String to interpolate
    // the variable 'name' into that string:
    txt = `Hello, ${name}! How are you today?`;
  }
  // I wouldn't recommend alert, but I left this unchanged:
  alert(txt);
});



JS Fiddle demo.
References:

alert().
DOMContentLoaded event.
EventTarget.addEventListener().
prompt().
Template literals.
window.

",prompt
what is the exact vocab size of the mistralnemoinstruct2407 tokenizer model,"From the docs, it's

Vocabulary size: 2**17 ~= 128k

But what is the exact vocab size of the Mistral-Nemo-Instruct-2407 tokenizer model?
","Each standard tokenizer has a property called vocab_size and __len__ can also be used to get the size of the supported vocabulary. The vocabulary is also available as a dictionary via vocab.
from transformers import AutoTokenizer

secret = 'hf_...'
t = AutoTokenizer.from_pretrained(""mistralai/Mistral-Nemo-Instruct-2407"", token=secret)

print(t.vocab_size)
print(len(t))
print(len(t.vocab))

Output:
131072
131072
131072

",huggingface-transformers
how can i read a single line user input with bunjs,"Bun.js has a nice native API to read periodical user input:
const prompt = ""Type something: "";
process.stdout.write(prompt);
for await (const line of console) {
  console.log(`You typed: ${line}`);
  process.stdout.write(prompt);
}

But...
I want to read user inputs, outside a loop!

I found this solution:
const stdinIterator = process.stdin.iterator()

console.write('What is your first name?\n> ')
const firstName = (await stdinIterator.next()).value.toString().trimEnd()
console.log('Hello,', firstName)

console.write('What is your last name?\n> ')
const lastName = (await stdinIterator.next()).value.toString().trimEnd()
console.log('Welcome', `${firstName} ${lastName}`)

It works. But then the process is not terminated automatically (I need to press Ctrl+C manually).
","Bun.js has implemented prompt API.
Use it and enjoy:
const firstName = prompt('What is your first name?')
console.log('Hello,', firstName)

const lastName = prompt('What is your last name?')
console.log('Welcome', `${firstName} ${lastName}`)

See: https://bun.sh/docs/api/globals
",prompt
how to install llama 20 on virtual envirnoment,"I am trying to run llama on my local server. After running Quickstart.ipynb Iam getting error llama_recipes not found. I tried to install llama_recipes from directory but didn't work. Also while loading, I am getting error about accelerator
","
Create a virtual environment
Clone repo:
https://github.com/facebookresearch/llama-recipes
Install requirements from dev_requirement.txt an requirements.txt using command pip install -r [filename].txt
Move llama_recipes folder from src directory and quickstart.ipynb from examples directory to same directory.
Install/upgrade jupyter and ipywidgets if you are running jupyter notebook on VSCode.
if you still face dependecy error about accelerator/bitsandbytes
edit load_in_8bit=True to load_in_8bit=False.

",llama
problem setting up llama2 in google colab  cellrun fails when loading checkpoint shards,"I'm trying to use Llama 2 chat (via hugging face) with 7B parameters in Google Colab (Python 3.10.12). I've already obtain my access token via Meta. I simply use the code in hugging face on how to implement the model along with my access token. Here is my code:
!pip install transformers
 
from transformers import AutoModelForCausalLM, AutoTokenizer
import torch

token = ""---Token copied from Hugging Face and pasted here---""

tokenizer = AutoTokenizer.from_pretrained(""meta-llama/Llama-2-7b-chat-hf"", token=token)
model = AutoModelForCausalLM.from_pretrained(""meta-llama/Llama-2-7b-chat-hf"", token=token)

It starts downloading the model but when it reaches Loading checkpoint shards: it just stops running and there is no error:

","The issue is with Colab instance running out of RAM. Based on your comments you are using basic Colab instance with 12.7 Gb CPU RAM.
For LLama model you'll need:

for the float32 model about 25 Gb (but you'll need both cpu RAM and same 25 gb GPU ram);
for the bfloat16 model around 13 Gb (and still not enough to fit basic Colab Cpu instance, given that you'll also need to store intermediate calculations from the model);

Check this link for the details on the required resources:
huggingface.co/NousResearch/Llama-2-7b-chat-hf/discussions/3
Also if you want only to do inference (predictions) on the model I would recommend to use it's quantized 4bit or 8bit versions. Both can be ran on CPU and don't need a lot of memory.
",huggingface-transformers
can39t lauch spyder on new envs,"When i lauch spyder on another env than ""base"" i get this error :
fromIccProfile: failed minimal tag size sanity
C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\paramiko\transport.py:219: CryptographyDeprecationWarning: Blowfish has been deprecated
  ""class"": algorithms.Blowfish,
Traceback (most recent call last):
  File ""C:\Users\esto5\anaconda3\envs\PIP\Scripts\spyder-script.py"", line 10, in <module>
    sys.exit(main())
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\app\start.py"", line 252, in main
    mainwindow.main(options, args)
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\app\mainwindow.py"", line 1822, in main
    mainwindow = create_window(MainWindow, app, splash, options, args)
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\app\utils.py"", line 289, in create_window
    main.setup()
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\app\mainwindow.py"", line 773, in setup
    PLUGIN_REGISTRY.register_plugin(self, PluginClass,
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\api\plugin_registration\registry.py"", line 342, in register_plugin
    instance = self._instantiate_spyder5_plugin(
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\api\plugin_registration\registry.py"", line 184, in _instantiate_spyder5_plugin
    plugin_instance = PluginClass(main_window, configuration=CONF)
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\api\plugins\new_api.py"", line 331, in __init__
    container.setup()
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\plugins\pythonpath\container.py"", line 55, in setup
    self._load_pythonpath()
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\plugins\pythonpath\container.py"", line 136, in _load_pythonpath
    system_path = get_system_pythonpath()
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\plugins\pythonpath\utils.py"", line 31, in get_system_pythonpath
    env = get_user_env()
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\utils\environ.py"", line 71, in get_user_env
    env_dict = get_user_environment_variables()
  File ""C:\Users\esto5\anaconda3\envs\PIP\lib\site-packages\spyder\utils\environ.py"", line 60, in get_user_environment_variables
    res = stdout.decode().strip().split(os.linesep)
UnicodeDecodeError: 'utf-8' codec can't decode byte 0x90 in position 247: invalid start byte

I find nothing on internet about this specific problem. I tried too much
update remove install
installation with conda create -n spyder-env -c conda-forge spyder lauch it but don't work more
","If someone get this problem, in the file :
C:\Users\User_name\anaconda3\envs\PIP\lib\site-packages\spyder\utils\environ.py

I replaced the line :
res = stdout.decode().strip().split(os.linesep)

By :
res =str(stdout).strip().split(os.linesep)

",prompt
transformerjs model fails to parse json in clientside nextjs example,"On Brave browser Version 1.61.101 Chromium: 120.0.6099.71 (Official Build) (x86_64) (on Chrome Version 120.0.6099.62 (Official Build) (x86_64) I don't see this or any other errors) I run into a JSON parsing error when trying to run in development mode the client-side example from Hugging Face's Next.JS tutorial: https://huggingface.co/docs/transformers.js/tutorials/next#client-side-inference. Because of this error the text classification cannot run.
The error is as follows:

This is my TransformerWorker.js which is taken directly from the tutorial linked above, no changes:
import { pipeline, env } from ""@xenova/transformers"";

// Skip local model check and cache
env.allowLocalModels = false;

// Use the Singleton pattern to enable lazy construction of the pipeline.
class PipelineSingleton {
    static task = 'text-classification';
    static model = 'Xenova/distilbert-base-uncased-finetuned-sst-2-english';
    static instance = null;

    static async getInstance(progress_callback = null) {
        if (this.instance === null) {
            this.instance = pipeline(this.task, this.model, { progress_callback });
        }
        return this.instance;
    }
}

// Listen for messages from the main thread
self.addEventListener('message', async (event) => {
    // Retrieve the classification pipeline. When called for the first time,
    // this will load the pipeline and save it for future use.
    let classifier = await PipelineSingleton.getInstance(x => {
        // We also add a progress callback to the pipeline so that we can
        // track model loading.
        self.postMessage(x);
    });

    // Actually perform the classification
    let output = await classifier(event.data.text);

    // Send the output back to the main thread
    self.postMessage({
        status: 'complete',
        output: output,
    });
});

","Looking through the Github issues for transformers.js I found https://github.com/xenova/transformers.js/issues/366 in which one user suggested adding the following line to the worker file:
env.useBrowserCache = false;
Turning the browser cache option off I no longer receive this error in the Brave browser and, in fact, the Next.js client-side example code Hugging Face provides in their tutorial works without any further issues for me.
That said, browser caching is a significant feature, so this could indicate an underlying bug that needs to be fixed in transformers.js. See the link to the transformers.js Github issue above.
",huggingface-transformers
huggingface  valueerror connection error and we cannot find the requested files in the cached path please try again or make sure your internet con,"Not always, but occasionally when running my code this error appears. At first, I doubted it was a connectivity issue but to do with cashing issue, as discussed on an older Git Issue.
Clearing cache didn't help runtime:
$ rm ~/.cache/huggingface/transformers/*

Traceback references:

NLTK also gets Error loading stopwords: <urlopen error [Errno -2] Name or service not known.
Last 2 lines re cached_path and get_from_cache.


Cache (before cleared):
$ cd ~/.cache/huggingface/transformers/
(sdg) me@PF2DCSXD:~/.cache/huggingface/transformers$ ls
16a2f78023c8dc511294f0c97b5e10fde3ef9889ad6d11ffaa2a00714e73926e.cf2d0ecb83b6df91b3dbb53f1d1e4c311578bfd3aa0e04934215a49bf9898df0
16a2f78023c8dc511294f0c97b5e10fde3ef9889ad6d11ffaa2a00714e73926e.cf2d0ecb83b6df91b3dbb53f1d1e4c311578bfd3aa0e04934215a49bf9898df0.json
16a2f78023c8dc511294f0c97b5e10fde3ef9889ad6d11ffaa2a00714e73926e.cf2d0ecb83b6df91b3dbb53f1d1e4c311578bfd3aa0e04934215a49bf9898df0.lock
4029f7287fbd5fa400024f6bbfcfeae9c5f7906ea97afcaaa6348ab7c6a9f351.723d8eaff3b27ece543e768287eefb59290362b8ca3b1c18a759ad391dca295a.h5
4029f7287fbd5fa400024f6bbfcfeae9c5f7906ea97afcaaa6348ab7c6a9f351.723d8eaff3b27ece543e768287eefb59290362b8ca3b1c18a759ad391dca295a.h5.json
4029f7287fbd5fa400024f6bbfcfeae9c5f7906ea97afcaaa6348ab7c6a9f351.723d8eaff3b27ece543e768287eefb59290362b8ca3b1c18a759ad391dca295a.h5.lock
684fe667923972fb57f6b4dcb61a3c92763ad89882f3da5da9866baf14f2d60f.c7ed1f96aac49e745788faa77ba0a26a392643a50bb388b9c04ff469e555241f
684fe667923972fb57f6b4dcb61a3c92763ad89882f3da5da9866baf14f2d60f.c7ed1f96aac49e745788faa77ba0a26a392643a50bb388b9c04ff469e555241f.json
684fe667923972fb57f6b4dcb61a3c92763ad89882f3da5da9866baf14f2d60f.c7ed1f96aac49e745788faa77ba0a26a392643a50bb388b9c04ff469e555241f.lock
c0c761a63004025aeadd530c4c27b860ec4ecbe8a00531233de21d865a402598.5d12962c5ee615a4c803841266e9c3be9a691a924f72d395d3a6c6c81157788b
c0c761a63004025aeadd530c4c27b860ec4ecbe8a00531233de21d865a402598.5d12962c5ee615a4c803841266e9c3be9a691a924f72d395d3a6c6c81157788b.json
c0c761a63004025aeadd530c4c27b860ec4ecbe8a00531233de21d865a402598.5d12962c5ee615a4c803841266e9c3be9a691a924f72d395d3a6c6c81157788b.lock
fc674cd6907b4c9e933cb42d67662436b89fa9540a1f40d7c919d0109289ad01.7d2e0efa5ca20cef4fb199382111e9d3ad96fd77b849e1d4bed13a66e1336f51
fc674cd6907b4c9e933cb42d67662436b89fa9540a1f40d7c919d0109289ad01.7d2e0efa5ca20cef4fb199382111e9d3ad96fd77b849e1d4bed13a66e1336f51.json
fc674cd6907b4c9e933cb42d67662436b89fa9540a1f40d7c919d0109289ad01.7d2e0efa5ca20cef4fb199382111e9d3ad96fd77b849e1d4bed13a66e1336f51.lock

Code:
from transformers import pipeline, set_seed
generator = pipeline('text-generation', model='gpt2')  # Error
set_seed(42)

Traceback:
2022-03-03 10:18:06.803989: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory
2022-03-03 10:18:06.804057: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
[nltk_data] Error loading stopwords: <urlopen error [Errno -2] Name or
[nltk_data]     service not known>
2022-03-03 10:18:09.216627: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcuda.so.1'; dlerror: libcuda.so.1: cannot open shared object file: No such file or directory
2022-03-03 10:18:09.216700: W tensorflow/stream_executor/cuda/cuda_driver.cc:269] failed call to cuInit: UNKNOWN ERROR (303)
2022-03-03 10:18:09.216751: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:156] kernel driver does not appear to be running on this host (PF2DCSXD): /proc/driver/nvidia/version does not exist
2022-03-03 10:18:09.217158: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-03-03 10:18:09.235409: W tensorflow/python/util/util.cc:368] Sets are not currently considered sequences, but this may change in the future, so consider avoiding using them.
All model checkpoint layers were used when initializing TFGPT2LMHeadModel.

All the layers of TFGPT2LMHeadModel were initialized from the model checkpoint at gpt2.
If your task is similar to the task the model of the checkpoint was trained on, you can already use TFGPT2LMHeadModel for predictions without further training.
Traceback (most recent call last):
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/runpy.py"", line 194, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/runpy.py"", line 87, in _run_code
    exec(code, run_globals)
  File ""/mnt/c/Users/me/Documents/GitHub/project/foo/bar/__main__.py"", line 26, in <module>
    nlp_setup()
  File ""/mnt/c/Users/me/Documents/GitHub/project/foo/bar/utils/Modeling.py"", line 37, in nlp_setup
    generator = pipeline('text-generation', model='gpt2')
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/site-packages/transformers/pipelines/__init__.py"", line 590, in pipeline
    tokenizer = AutoTokenizer.from_pretrained(
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/site-packages/transformers/models/auto/tokenization_auto.py"", line 463, in from_pretrained
    tokenizer_config = get_tokenizer_config(pretrained_model_name_or_path, **kwargs)
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/site-packages/transformers/models/auto/tokenization_auto.py"", line 324, in get_tokenizer_config
    resolved_config_file = get_file_from_repo(
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/site-packages/transformers/file_utils.py"", line 2235, in get_file_from_repo
    resolved_file = cached_path(
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/site-packages/transformers/file_utils.py"", line 1846, in cached_path
    output_path = get_from_cache(
  File ""/home/me/miniconda3/envs/sdg/lib/python3.8/site-packages/transformers/file_utils.py"", line 2102, in get_from_cache
    raise ValueError(
ValueError: Connection error, and we cannot find the requested files in the cached path. Please try again or make sure your Internet connection is on.


Failed Attempts

I closed my IDE and bash terminal. Ran wsl.exe --shutdown in PowerShell. Relaunched IDE and bash terminal with same error.
Disconnecting and using a different VPN.
Clear cache $ rm ~/.cache/huggingface/transformers/*.

","Since I am working in a conda venv and using Poetry for handling dependencies, I needed to re-install torch - a dependency for Hugging Face 🤗 Transformers.

First, install torch:
PyTorch's website lets you chose your exact setup/ specification for install. In my case, the command was
conda install pytorch torchvision torchaudio cudatoolkit=10.2 -c pytorch

Then add to Poetry:
poetry add torch

Both take ages to process. Runtime was back to normal :)
",huggingface-transformers
how to return used context to answer using langchain in python,"I have built a RAG system like this:
loader = PyPDFLoader(pdf_file_name)
raw_documents = loader.load()

text_splitter = RecursiveCharacterTextSplitter(chunk_size=1000, chunk_overlap=200)
documents = text_splitter.split_documents(raw_documents)
print(documents[-1])

Document(
   metadata={'source': '/Appraisal.pdf', 'page': 37},
   page_content='File No.\nProperty Address\nCity County State Zip Code\nClient10828\nBorrower or Owner John Smith & Kitty Smith\n29 Dream St\nDreamTown SC 99999\nSouthern First Bank\nBB Appraisals, LLC'
)

compressor = CohereRerank(
    top_n=top_n,
    model=""rerank-english-v3.0"",
    cohere_api_key=""""
)

retriever = vectorstore.as_retriever(
    search_type=""similarity"", 
    search_kwargs={""k"": top_n}
)

compression_retriever = ContextualCompressionRetriever(
    base_compressor=compressor, base_retriever=retriever
)

def format_docs(docs):
    return ""\n\n"".join(doc.page_content for doc in docs)

response_schemas = [
    ResponseSchema(name=""price"", description=""Price"", type=""float""),
    ResponseSchema(name=""unit"", description=""Unit"", type=""int""),
]
output_parser = StructuredOutputParser.from_response_schemas(response_schemas)

rag_prompt = PromptTemplate(
    input_variables=[""context"",""question""],
    template=template,
    partial_variables={""format_instructions"": output_parser.get_format_instructions()},
)

rag_chain = (
    {""context"": compression_retriever | format_docs, ""question"": RunnablePassthrough()}
    | rag_prompt
    | llm
    | output_parser
)

query = ""What is the price? How many units?""

response = rag_chain.invoke(query, config={""configurable"": {""session_id"": ""abc123""}},)

But then my response is a JSON with my price and unit as keys only. And I would like to be able to have a ""context"" variable that stores the paragraphs used in my document that the algo relied upon to answer the questions.
Any idea how I could do that please?
","There are two ways to do this

For pictorial rep. of the information, as to which document the LLM used,  You would need to visit langchain_smith, you must also understand some methodologies in RAG - LIKE RAG-FUSION, this will help you create a RAG-FUSION used by the llm to get the documents it used to retrieve the information.

I am not sure about this, but you can try this function, pipe it with your compression_retriever chain. The idea of this function is for you to pass it along with the llm or the retriever as the case maybe, so as to make retrieving the docs easier


def unique_union_of_documents(docs: list) -> list[Any]:
    """"""
    Get the unique union of the documents
    Args:
    docs: The documents to be processed

    Returns:
    list: The unique union of the documents""""""

    doc_news = [json.dumps(doc.page_content) for _ in docs]
    # find the unique union of the documents
    unique_union = list(set(doc_news))

    return [json.loads(doc) for doc in unique_union]

You can now call this function after your variable response
",langchain
is there a way to place the prompt cursor at the bottom of the console,"In MSDOS, I wrote a prompt (%PROMPT%) that output a reverse color (white) line at the top of the console with information like MSDOS version and time/date. Then the prompt text ($P$G) and cursor moved to the bottom of the console.  Standard output color was Cyan while the prompt string itself was white.
I don't care about a ""title"" since all windows now have titles. I don't care about the color of the output. I do want the prompt to always appear at the bottom of the console (even after clearing the screen or whatever).
I tried this:
function prompt
{
    $windowHeigth = [Console]::WindowHeight
    $windowWidth  = [Console]::WindowWidth
    [Console]::SetCursorPosition(0, $windowHeigth-1)

    ""PS $($ExecutionContext.SessionState.Path.CurrentLocation)$('>' * ($NestedPromptLevel + 1)) ""
}

This does place the prompt at the bottom of the console, but when I clear the screen it reverts to the default style prompt location. I can't find out how to find the coordinate of the first row of the last line in the console.
","After some experimentation this is what I came up with:
function prompt
{
    $rows = [Console]::WindowHeight
    $setCursorBottom = ""`e[${rows};0H""
    ""${setCursorBottom}PS $($executionContext.SessionState.Path.CurrentLocation)$('>' * ($nestedPromptLevel + 1)) ""
}

",prompt
can not load the safetensors huggingface model in djl in java,"I tried a lot, but I want to read embeddings from the jina embeddings
this is my java code:
public static float[] getTextEmbedding(String text) throws ModelNotFoundException, MalformedModelException, IOException, TranslateException {
        Criteria<String, float[]> criteria = Criteria.builder()
                .setTypes(String.class, float[].class)
                .optEngine(""PyTorch"")
                .optModelPath(Paths.get(""/jina-embeddings-v2-base-de""))
                .optTranslator(
                    TextEmbeddingTranslator
                        .builder(HuggingFaceTokenizer.newInstance(Paths.get(""/jina-embeddings-v2-base-de"")))
                        .build()
                )
                .optProgress(new ProgressBar())
                .optOption(""trust_remote_code"", ""true"")
                .build();

        try (Predictor<String, float[]> predictor = ModelZoo.loadModel(criteria).newPredictor()) {
            return predictor.predict(text);
        }
    }

but I keept getting this error:
java.io.FileNotFoundException: jina-embeddings-v2-base-de.pt file not found in: /jina-embeddings-v2-base-de

","djl-convert can convert local model into DJL format as well:
djl-convert -m /jina-embeddings-v2-base-de

Then you can point to model/jina-embeddings-v2-base-de folder in Java code.
You will find the following files in the folder:

jina-embeddings-v2-base-de.pt
config.json
serving.properties
tokenizer_config.json
tokenizer.json

",huggingface-transformers
how to change color of prompt from last exit code in zsh,"I have this piece of code in my .zshrc:
autoload -U colors && colors

function change_color() {
    if [[ ""$?"" = 0 ]]; then
    return ""green""
  else
    return ""red""
  fi
}

PS1=""%B%{$fg[red]%}[%{$fg[yellow]%}%n%{$fg[green]%}@%{$fg[blue]%}%M %{$fg[magenta]%}%~%{$fg[red]%}]% %{$fg[$changecolor]%}➜%b ""

However, the ➜ character stays white, no matter what I do.
","As a function, you need to call it, not expand it as a variable. Do that with a command substitution:
PS1=""...%{$fg[\$(changecolor)]%}➜%b ""

However, there's a lot of bash-like stuff in this prompt that you can replace with simpler, more robust zsh features. First, %F can be used to change the color directly, without using escape codes stored in an array. (Unlike raw escape codes, and like other zsh-defined escape sequences, %F{...} doesn't need to be wrapped in %{...%}.) Second, there is prompt escape specifically for producing one value or another depending on whether the last exit status was 0 or not.
PS1='%B%F{red}[%F{yellow}%n%F{green}@%F{blue}%M '
PS1+='%F{magenta}%~%F{red}] %(?.%F{green}.%F{red})➜%b%f '

%(?.FOO.BAR) expands to FOO if the last command succeeded, BAR otherwise. %f restores the color to the default, regardless of any preceding %F codes.

%(...) is, in fact, more general than just testing the exit code. ? is just one of 20 or so testable conditions. As a silly example, suppose your birthday is coming up on January 18. Here's an escape to put a cake in your prompt on your birthday.
%(0D.%(18d.🎂.).)

More information on prompt escape codes can be found in man zshmisc.
",prompt
how to add eos when training t5,"I'm a little puzzled where (and if) EOS tokens are being added when using Huggignface's trainer classes to train a T5 (LongT5 actually) model.
The data set contains pairs of text like this:



from
to




some text
some corresponding text


some other text
some other corresponding text



The tokenizer has been custom trained:
tokenizer = SentencePieceUnigramTokenizer()
tokenizer.train_from_iterator(iterator=iterator, vocab_size=32_128, show_progress=True, unk_token=""<unk>"")

and is loaded like this:
tokenizer = T5TokenizerFast(tokenizer_file=""data-rb-25000/tokenizer.json"",  
                            padding=True, bos_token=""<s>"", 
                            eos_token=""</s>"",unk_token=""<unk>"", 
                            pad_token=""<pad>"")

Before training, the data set is tokenized and examples that have a too high token count are filtered out, like so:
MAX_SEQUENCE_LENGTH = 16_384 / 2

def preprocess_function(examples):
    inputs = tokenizer(
        examples['from'],
        truncation=False,  # Don't truncate yet
        padding=False,     # Don't pad yet
        return_length=True,
    )
    labels = tokenizer(
        examples['to'],
        truncation=False,
        padding=False,
        return_length=True,
    )

    inputs[""input_length""] = inputs[""length""]
    inputs[""labels""] = labels[""input_ids""]
    inputs[""label_length""] = labels[""length""]

    inputs.pop(""length"", None)

    return inputs

tokenized_data = dataset.map(preprocess_function, batched=True, remove_columns=dataset[""train""].column_names)

def filter_function(example):
    return example['input_length'] <= MAX_SEQUENCE_LENGTH and example['label_length'] <= MAX_SEQUENCE_LENGTH

filtered_data = tokenized_data.filter(filter_function)

Training is done like this:
from transformers import DataCollatorForSeq2Seq

data_collator = DataCollatorForSeq2Seq(tokenizer=tokenizer, model=""google/long-t5-tglobal-base"")

from transformers import AutoModelForSeq2SeqLM, AutoConfig

config = AutoConfig.from_pretrained(
    ""google/long-t5-tglobal-base"",
    vocab_size=len(tokenizer),
    pad_token_id=tokenizer.pad_token_id,
    eos_token_id=tokenizer.eos_token_id,
    decoder_start_token_id=tokenizer.pad_token_id,
)

model = AutoModelForSeq2SeqLM.from_config(config)

from transformers import GenerationConfig

generation_config = GenerationConfig.from_model_config(model.config)
generation_config._from_model_config = False
generation_config.max_new_tokens = 16_384

from transformers import Seq2SeqTrainer, Seq2SeqTrainingArguments

training_args = Seq2SeqTrainingArguments(
    output_dir=""rb-25000-model"",
    eval_strategy=""epoch"",
    save_strategy=""epoch"",
    learning_rate=2e-5,
    per_device_train_batch_size=1,
    per_device_eval_batch_size=1,
    gradient_accumulation_steps=16,
    gradient_checkpointing=True,
    weight_decay=0.01,
    save_total_limit=3,
    num_train_epochs=5,
    logging_steps=1,
    predict_with_generate=True,
    load_best_model_at_end=True,
    bf16=True,
)

trainer = Seq2SeqTrainer(
    model=model,
    args=training_args,
    train_dataset=filtered_data[""train""],
    eval_dataset=filtered_data[""test""],
    tokenizer=tokenizer,
    data_collator=data_collator,
    compute_metrics=compute_metrics,
    generation_config=generation_config,
)

trainer.train()

I know that the tokenizer doesn't add the EOS token:
inputs = tokenizer(['Hello world', 'Hello'], padding=True, truncation=True, max_length=100, return_tensors=""pt"")
labels = inputs[""input_ids""]

print(labels)
print(tokenizer.convert_tokens_to_ids(['<s>'])[0])
print(tokenizer.convert_tokens_to_ids(['<pad>'])[0])
print(tokenizer.convert_tokens_to_ids(['<unk>'])[0])
print(tokenizer.convert_tokens_to_ids(['</s>'])[0])

print(tokenizer.convert_ids_to_tokens([1]))

Output:
tensor([[1, 10356, 1, 5056],
        [1, 10356, 16002, 16002]])
16000
16002
0
16001
['▁']

(I don't really understand what's that strange token with index 1.
Anyway, I was wondering if the Trainer class or the DataCollator actually adds the EOS. I did not find any examples online of how and where to add EOS.
I suspect it's not there, because after training the model it doesn't stop generating until it reaches max_new_tokens (set to pretty high).
What's the best practice here? Where should I add EOS? Is there anything else about this code that should be checked or that looks weird for more experienced eyes?
","The T5 tokenizer should end sequences by EOS token by default. Pretrained T5 tokenizer on HuggingFace does that by default. In fact, I found the function that is responsible for that in the source code on line 256:
def _add_eos_if_not_present(self, token_ids: List[int]) -> List[int]:
        """"""Do not add eos again if user already added it.""""""
        if len(token_ids) > 0 and token_ids[-1] == self.eos_token_id:
            warnings.warn(
                f""This sequence already has {self.eos_token}. In future versions this behavior may lead to duplicated""
                "" eos tokens being added.""
            )
            return token_ids
        else:
            return token_ids + [self.eos_token_id]

If EOS token is not appended by default, you can add a post processor to your tokenizer using TemplateProcessing:
from tokenizers.processors import TemplateProcessing

tokenizer._tokenizer.post_processor = TemplateProcessing(
    single=""$A </s>"",
    pair=""$A </s> $B </s>"",
    special_tokens=[(""</s>"", tokenizer.eos_token_id)]
)

inputs = tokenizer(['Hello world', 'Hello'], padding=True, truncation=True, max_length=100, return_tensors=""pt"")
labels = inputs[""input_ids""]
print(labels)

This should give:
tensor([[1, 10356, 1, 5056, 16001],
        [1, 10356, 16001, 16002, 16002]])

",huggingface-transformers
